_LINE,_FIVETRAN_SYNCED,QUARTER,LATITUDE,CUSTOMER_ID,GENDER,TECH_SUPPORT,SENIOR_CITIZEN,STREAMING_TV,ZIP_CODE,INTERNET_SERVICE,BIRTH_DATE,PAYMENT_METHOD,CHURN_REASON,PARTNER,DEVICE_PROTECTION,TOTAL_CHARGES,CHURN_LABEL,MULTIPLE_LINES,ONLINE_BACKUP,CITY,PAPERLESS_BILLING,LONGITUDE,MONTHLY_CHARGES,ONLINE_SECURITY,DEPENDENTS,PHONE_SERVICE,CLTV,STATE,COUNTRY_CODE,DATE_JOINED,STREAMING_MOVIES,CONTRACT,TENURE_MONTHS
6063,2025-10-29 13:44:01.969 Z,2022Q2,-86705,0168-XZKBB,Female,No,No,Yes,80114,Fiber optic,1961-11-16 00:00:00.000 Z,Electronic check,,Yes,No,2692.35,No,Yes,No,Denpasar,Yes,1152126,86.85,No,No,Yes,8.07704999999999e+15,Bali,ID,2022-06-13 00:00:00.000 Z,No,Month-to-month,31
786,2025-10-29 13:44:01.299 Z,2025Q1,-29909,6214-EDAKZ,Female,Yes,No,No,30111,DSL,2004-01-05 00:00:00.000 Z,Electronic check,Service dissatisfaction,Yes,No,-55.15,Yes,No,Yes,Palembang,No,1047567,55.15,No,Yes,Yes,-55.15,Sumatera Selatan,ID,2025-01-10 00:00:00.000 Z,No,Month-to-month,-1
3806,2025-10-29 13:44:01.755 Z,2022Q1,-69667,7799-DSEWS,Male,Yes,No,Yes,50135,DSL,1978-11-08 00:00:00.000 Z,Electronic check,,No,Yes,2323.9,No,No,No,Semarang,Yes,1104167,68.35,Yes,No,Yes,6.9717e+15,Jawa Tengah,ID,2022-02-17 00:00:00.000 Z,No,Month-to-month,34
510,2025-10-29 13:44:01.259 Z,2025Q2,-51477,5834-ASPWA,Male,No,No,No,90111,Fiber optic,1977-10-19 00:00:00.000 Z,Electronic check,Attitude of support person,No,No,-452.7,Yes,Yes,No,Makassar,Yes,1194327,75.45,No,No,Yes,-452.7,Sulawesi Selatan,ID,2025-05-31 00:00:00.000 Z,No,Month-to-month,-6
3990,2025-10-29 13:44:01.768 Z,2025Q1,-86705,7244-KXYZN,Female,No internet service,No,No internet service,80114,No,1960-05-31 00:00:00.000 Z,Credit card (automatic),,No,No internet service,-61.35,No,No,No internet service,Denpasar,No,1152126,20.45,No internet service,No,Yes,-61.35,Bali,ID,2025-03-14 00:00:00.000 Z,No internet service,One year,-3
4579,2025-10-29 13:44:01.827 Z,2022Q2,-69175,7826-VVKWT,Female,No,Yes,Yes,40111,Fiber optic,1949-10-31 00:00:00.000 Z,Electronic check,,Yes,Yes,2993.05,No,No,No,Bandung,Yes,1076191,96.55,No,Yes,Yes,8.97915e+15,Jawa Barat,ID,2022-05-19 00:00:00.000 Z,Yes,Two year,31
3296,2025-10-29 13:44:01.693 Z,2024Q1,-72575,3247-MHJKM,Male,No internet service,No,No internet service,60119,No,1969-09-12 00:00:00.000 Z,Mailed check,,No,No internet service,202,No,No,No internet service,Surabaya,No,1127521,20.2,No internet service,No,Yes,202,Jawa Timur,ID,2024-02-24 00:00:00.000 Z,No internet service,Month-to-month,10
41,2025-10-29 13:44:01.072 Z,2023Q1,-29909,0691-JVSYA,Female,No,No,Yes,30111,Fiber optic,2002-10-06 00:00:00.000 Z,Bank transfer (automatic),Network reliability,Yes,Yes,1991.85,Yes,No,No,Palembang,Yes,1047567,94.85,No,No,Yes,3983.7,Sumatera Selatan,ID,2023-03-13 00:00:00.000 Z,Yes,One year,21
1181,2025-10-29 13:44:01.380 Z,2025Q1,-86705,2013-SGDXK,Female,No,No,Yes,80114,Fiber optic,1988-09-24 00:00:00.000 Z,Electronic check,Competitor offered more data,No,No,-84.3,Yes,No,Yes,Denpasar,No,1152126,84.3,No,No,Yes,-84.3,Bali,ID,2025-01-06 00:00:00.000 Z,No,Month-to-month,-1
2117,2025-10-29 13:44:01.553 Z,2022Q3,-29909,2379-GYFLQ,Male,No,No,Yes,30111,Fiber optic,1962-07-03 00:00:00.000 Z,Credit card (automatic),,No,Yes,2657.2,No,Yes,Yes,Palembang,Yes,1047567,94.9,No,No,Yes,7.97159999999999e+15,Sumatera Selatan,ID,2022-08-18 00:00:00.000 Z,No,One year,28
5089,2025-10-29 13:44:01.876 Z,2022Q1,-86705,5018-GWURO,Female,No,No,Yes,80114,Fiber optic,1996-06-12 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,2910.4,No,Yes,No,Denpasar,Yes,1152126,85.6,No,No,Yes,8731.2,Bali,ID,2022-03-14 00:00:00.000 Z,No,Month-to-month,34
4432,2025-10-29 13:44:01.816 Z,2024Q1,-62088,6483-OATDN,Male,No,No,No,10110,DSL,1974-11-06 00:00:00.000 Z,Credit card (automatic),,Yes,No,564.3,No,No,No,Jakarta,Yes,1068456,51.3,Yes,Yes,Yes,564.3,DKI Jakarta,ID,2024-01-13 00:00:00.000 Z,No,Month-to-month,11
5537,2025-10-29 13:44:01.922 Z,2023Q4,35952,1987-AUELQ,Female,No internet service,No,No internet service,20111,No,1975-11-06 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,375.75,No,Yes,No internet service,Medan,No,986722,25.05,No internet service,No,Yes,751.5,Sumatera Utara,ID,2023-10-08 00:00:00.000 Z,No internet service,Two year,15
914,2025-10-29 13:44:01.334 Z,2021Q4,-72575,0426-TIRNE,Female,No internet service,No,No internet service,60119,No,1988-04-17 00:00:00.000 Z,Mailed check,Limited range of services,No,No internet service,815.1,Yes,No,No internet service,Surabaya,No,1127521,20.9,No internet service,No,Yes,3260.4,Jawa Timur,ID,2021-10-11 00:00:00.000 Z,No internet service,Month-to-month,39
3961,2025-10-29 13:44:01.767 Z,2022Q4,-12379,4518-FZBSX,Male,No internet service,No,No internet service,76113,No,1999-04-08 00:00:00.000 Z,Mailed check,,Yes,No internet service,526.5,No,No,No internet service,Balikpapan,No,1168523,20.25,No internet service,Yes,Yes,1053,Kalimantan Timur,ID,2022-10-25 00:00:00.000 Z,No internet service,One year,26
1949,2025-10-29 13:44:01.521 Z,2025Q1,-51477,6180-YBIQI,Male,No,No,No,90111,DSL,2002-07-06 00:00:00.000 Z,Mailed check,,No,No,-48.6,No,No phone service,No,Makassar,No,1194327,24.3,No,No,No,-48.6,Sulawesi Selatan,ID,2025-02-06 00:00:00.000 Z,No,Month-to-month,-2
2592,2025-10-29 13:44:01.606 Z,2020Q3,35952,3429-IFLEM,Female,Yes,No,Yes,20111,DSL,1994-12-01 00:00:00.000 Z,Credit card (automatic),,No,Yes,4099.55,No,No,Yes,Medan,No,986722,77.35,Yes,No,Yes,20497.75,Sumatera Utara,ID,2020-08-04 00:00:00.000 Z,No,Two year,53
1344,2025-10-29 13:44:01.419 Z,2024Q2,-69175,8563-IIOXK,Male,No,No,No,40111,DSL,1975-11-27 00:00:00.000 Z,Electronic check,Competitor offered higher download speeds,Yes,No,348.25,Yes,No,No,Bandung,Yes,1076191,49.75,Yes,No,Yes,348.25,Jawa Barat,ID,2024-05-21 00:00:00.000 Z,No,One year,7
5092,2025-10-29 13:44:01.876 Z,2024Q4,-29909,0537-QYZZN,Male,No,Yes,No,30111,Fiber optic,1943-07-13 00:00:00.000 Z,Electronic check,,Yes,No,0,No,Yes,No,Palembang,Yes,1047567,79.85,Yes,Yes,Yes,0,Sumatera Selatan,ID,2024-12-16 00:00:00.000 Z,No,Month-to-month,0
6180,2025-10-29 13:44:01.979 Z,2025Q1,-86705,9873-MNDKV,Female,No,No,No,80114,DSL,1972-11-12 00:00:00.000 Z,Mailed check,,No,No,-133.95,No,No,No,Denpasar,Yes,1152126,44.65,No,No,Yes,-133.95,Bali,ID,2025-03-19 00:00:00.000 Z,No,Month-to-month,-3
3025,2025-10-29 13:44:01.662 Z,2025Q1,-72575,3292-PBZEJ,Male,Yes,Yes,Yes,60119,Fiber optic,1958-08-14 00:00:00.000 Z,Electronic check,,No,Yes,-334.2,No,Yes,Yes,Surabaya,Yes,1127521,111.4,No,No,Yes,-334.2,Jawa Timur,ID,2025-03-30 00:00:00.000 Z,Yes,Month-to-month,-3
3064,2025-10-29 13:44:01.664 Z,2025Q3,-72575,6022-KOUQO,Female,Yes,No,No,60119,DSL,1971-05-10 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,-232.4,No,No phone service,No,Surabaya,No,1127521,29.05,No,Yes,No,-232.4,Jawa Timur,ID,2025-08-09 00:00:00.000 Z,No,Month-to-month,-8
6785,2025-10-29 13:44:02.034 Z,2021Q2,-12379,7605-SNLQG,Female,No,No,No,76113,DSL,1993-08-25 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,2211,No,No,No,Balikpapan,Yes,1168523,50.25,No,No,Yes,8844,Kalimantan Timur,ID,2021-05-18 00:00:00.000 Z,No,Month-to-month,44
6127,2025-10-29 13:44:01.977 Z,2020Q1,-69175,0506-YLVKJ,Male,No internet service,No,No internet service,40111,No,1989-10-02 00:00:00.000 Z,Mailed check,,Yes,No internet service,1171.6,No,No,No internet service,Bandung,Yes,1076191,20.2,No internet service,Yes,Yes,5858,Jawa Barat,ID,2020-03-04 00:00:00.000 Z,No internet service,Two year,58
5360,2025-10-29 13:44:01.904 Z,2022Q2,-72575,6522-OIQSX,Female,No,No,Yes,60119,DSL,1984-08-01 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,1758.4,No,No phone service,Yes,Surabaya,Yes,1127521,54.95,No,Yes,No,5.2752e+15,Jawa Timur,ID,2022-04-23 00:00:00.000 Z,Yes,Two year,32
261,2025-10-29 13:44:01.186 Z,2022Q1,-29909,4695-VADHF,Male,No,No,No,30111,DSL,1966-06-12 00:00:00.000 Z,Electronic check,Competitor had better devices,Yes,Yes,2068.2,Yes,No,No,Palembang,No,1047567,57.45,No,No,Yes,6.20459999999999e+15,Sumatera Selatan,ID,2022-01-12 00:00:00.000 Z,Yes,Month-to-month,36
5321,2025-10-29 13:44:01.902 Z,2024Q1,-69175,3011-WQKSZ,Male,No internet service,No,No internet service,40111,No,1963-02-26 00:00:00.000 Z,Electronic check,,No,No internet service,220,No,No,No internet service,Bandung,Yes,1076191,20,No internet service,Yes,Yes,220,Jawa Barat,ID,2024-01-08 00:00:00.000 Z,No internet service,Month-to-month,11
2407,2025-10-29 13:44:01.590 Z,2022Q1,-29909,0114-IGABW,Female,Yes,No,Yes,30111,DSL,1974-07-05 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,2038.75,No,No phone service,Yes,Palembang,No,1047567,58.25,No,No,No,6116.25,Sumatera Selatan,ID,2022-02-12 00:00:00.000 Z,Yes,Two year,35
4448,2025-10-29 13:44:01.816 Z,2024Q1,-77956,0975-UYDTX,Female,Yes,No,Yes,55111,DSL,1994-12-23 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,991.1,No,Yes,Yes,Yogyakarta,Yes,1103695,90.1,Yes,No,Yes,991.1,DI Yogyakarta,ID,2024-01-17 00:00:00.000 Z,Yes,One year,11
5990,2025-10-29 13:44:01.960 Z,2025Q2,-77956,5982-XMDEX,Female,No internet service,No,No internet service,55111,No,1994-12-22 00:00:00.000 Z,Bank transfer (automatic),,No,No internet service,-132.5,No,Yes,No internet service,Yogyakarta,No,1103695,26.5,No internet service,No,Yes,-132.5,DI Yogyakarta,ID,2025-05-08 00:00:00.000 Z,No internet service,Two year,-5
3165,2025-10-29 13:44:01.681 Z,2025Q4,35952,0134-XWXCE,Female,Yes,Yes,Yes,20111,DSL,1949-04-24 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,-748.5,No,No,No,Medan,No,986722,74.85,No,No,Yes,-748.5,Sumatera Utara,ID,2025-10-08 00:00:00.000 Z,Yes,One year,-10
2258,2025-10-29 13:44:01.566 Z,2021Q4,-51477,0750-EBAIU,Male,No,No,Yes,90111,Fiber optic,1987-02-11 00:00:00.000 Z,Electronic check,,No,Yes,3376.25,No,No,No,Makassar,No,1194327,91.25,Yes,No,Yes,10128.75,Sulawesi Selatan,ID,2021-11-30 00:00:00.000 Z,No,One year,37
6948,2025-10-29 13:44:02.052 Z,2020Q1,-51477,0508-SQWPL,Female,No internet service,No,No internet service,90111,No,1993-11-12 00:00:00.000 Z,Bank transfer (automatic),,Yes,No internet service,1165.8,No,No,No internet service,Makassar,Yes,1194327,20.1,No internet service,Yes,Yes,5829,Sulawesi Selatan,ID,2020-03-27 00:00:00.000 Z,No internet service,Two year,58
2445,2025-10-29 13:44:01.592 Z,2024Q3,-29909,7969-FFOWG,Male,No internet service,No,No internet service,30111,No,1992-04-13 00:00:00.000 Z,Mailed check,,Yes,No internet service,99.5,No,No,No internet service,Palembang,No,1047567,19.9,No internet service,No,Yes,99.5,Sumatera Selatan,ID,2024-07-15 00:00:00.000 Z,No internet service,Two year,5
3245,2025-10-29 13:44:01.691 Z,2023Q2,-86705,7940-UQQUG,Female,Yes,No,Yes,80114,Fiber optic,2000-01-13 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,2192.4,No,Yes,No,Denpasar,Yes,1152126,104.4,Yes,Yes,Yes,4384.8,Bali,ID,2023-04-09 00:00:00.000 Z,Yes,One year,21
3974,2025-10-29 13:44:01.767 Z,2020Q2,-72575,6838-HVLXG,Female,No internet service,No,No internet service,60119,No,1974-01-19 00:00:00.000 Z,Mailed check,,No,No internet service,1116.5,No,No,No internet service,Surabaya,No,1127521,20.3,No internet service,No,Yes,5582.5,Jawa Timur,ID,2020-06-21 00:00:00.000 Z,No internet service,Month-to-month,55
4436,2025-10-29 13:44:01.816 Z,2025Q2,-12379,8610-ZIKJJ,Female,No internet service,No,No internet service,76113,No,1986-02-09 00:00:00.000 Z,Mailed check,,Yes,No internet service,-81.2,No,No,No internet service,Balikpapan,No,1168523,20.3,No internet service,Yes,Yes,-81.2,Kalimantan Timur,ID,2025-04-25 00:00:00.000 Z,No internet service,One year,-4
5684,2025-10-29 13:44:01.932 Z,2025Q2,-69667,7721-DVEKZ,Female,No internet service,No,No internet service,50135,No,2001-01-01 00:00:00.000 Z,Mailed check,,No,No internet service,-78.6,No,No,No internet service,Semarang,No,1104167,19.65,No internet service,No,Yes,-78.6,Jawa Tengah,ID,2025-04-26 00:00:00.000 Z,No internet service,Month-to-month,-4
3293,2025-10-29 13:44:01.693 Z,2020Q2,-69175,2018-QKYGT,Male,No,No,No,40111,Fiber optic,1990-04-12 00:00:00.000 Z,Electronic check,,Yes,No,4457.75,No,No,No,Bandung,Yes,1076191,81.05,No,Yes,Yes,22288.75,Jawa Barat,ID,2020-06-18 00:00:00.000 Z,Yes,Month-to-month,55
6228,2025-10-29 13:44:01.987 Z,2024Q4,-86705,8035-PWSEV,Female,Yes,No,No,80114,Fiber optic,2006-09-20 00:00:00.000 Z,Electronic check,,No,Yes,178.5,No,No,No,Denpasar,Yes,1152126,89.25,No,No,Yes,178.5,Bali,ID,2024-10-25 00:00:00.000 Z,Yes,Month-to-month,2
5209,2025-10-29 13:44:01.892 Z,2025Q1,-12379,9688-YGXVR,Female,No,No,Yes,76113,Fiber optic,1980-11-24 00:00:00.000 Z,Credit card (automatic),,No,Yes,-88.15,No,No,Yes,Balikpapan,Yes,1168523,88.15,No,No,Yes,-88.15,Kalimantan Timur,ID,2025-01-28 00:00:00.000 Z,No,Month-to-month,-1
5190,2025-10-29 13:44:01.886 Z,2025Q3,-29909,2830-LEWOA,Male,Yes,No,Yes,30111,Fiber optic,1986-07-14 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,-831.2,No,No,Yes,Palembang,No,1047567,103.9,No,Yes,Yes,-831.2,Sumatera Selatan,ID,2025-08-07 00:00:00.000 Z,Yes,One year,-8
5229,2025-10-29 13:44:01.893 Z,2022Q1,-69175,2252-ISRNH,Male,No,No,Yes,40111,Fiber optic,1968-11-04 00:00:00.000 Z,Electronic check,,Yes,Yes,3252.6,No,Yes,No,Bandung,Yes,1076191,90.35,No,Yes,Yes,9757.8,Jawa Barat,ID,2022-01-10 00:00:00.000 Z,No,One year,36
382,2025-10-29 13:44:01.221 Z,2020Q3,35952,3473-XIIIT,Female,No,No,Yes,20111,Fiber optic,2002-10-04 00:00:00.000 Z,Electronic check,Competitor offered higher download speeds,Yes,No,5400,Yes,Yes,Yes,Medan,Yes,986722,100,No,No,Yes,27000,Sumatera Utara,ID,2020-07-07 00:00:00.000 Z,Yes,Month-to-month,54
3075,2025-10-29 13:44:01.665 Z,2022Q3,-69175,1371-OJCEK,Female,No internet service,No,No internet service,40111,No,1985-10-29 00:00:00.000 Z,Bank transfer (automatic),,No,No internet service,657.45,No,Yes,No internet service,Bandung,No,1076191,24.35,No internet service,No,Yes,1.97235e+16,Jawa Barat,ID,2022-09-18 00:00:00.000 Z,No internet service,One year,27
2105,2025-10-29 13:44:01.552 Z,2024Q2,-69667,3973-SKMLN,Male,No internet service,No,No internet service,50135,No,1988-02-10 00:00:00.000 Z,Credit card (automatic),,No,No internet service,159.2,No,No,No internet service,Semarang,Yes,1104167,19.9,No internet service,No,Yes,159.2,Jawa Tengah,ID,2024-04-26 00:00:00.000 Z,No internet service,Two year,8
1271,2025-10-29 13:44:01.401 Z,2021Q4,-69667,8714-EUHJO,Female,No,No,No,50135,Fiber optic,1970-03-22 00:00:00.000 Z,Electronic check,Poor expertise of online support,Yes,No,3372.55,Yes,Yes,Yes,Semarang,Yes,1104167,91.15,No,No,Yes,1.011765e+16,Jawa Tengah,ID,2021-11-18 00:00:00.000 Z,Yes,Month-to-month,37
4155,2025-10-29 13:44:01.787 Z,2020Q2,-29909,5505-OVWQW,Female,No internet service,No,No internet service,30111,No,1975-06-16 00:00:00.000 Z,Mailed check,,No,No internet service,1148.55,No,No,No internet service,Palembang,No,1047567,20.15,No internet service,No,Yes,5742.75,Sumatera Selatan,ID,2020-04-19 00:00:00.000 Z,No internet service,One year,57
408,2025-10-29 13:44:01.235 Z,2021Q2,-62088,3186-BAXNB,Female,Yes,No,Yes,10110,Fiber optic,1966-04-06 00:00:00.000 Z,Electronic check,Attitude of service provider,No,No,4034.8,Yes,No,Yes,Jakarta,No,1068456,91.7,No,No,Yes,16139.2,DKI Jakarta,ID,2021-04-28 00:00:00.000 Z,No,Month-to-month,44
5712,2025-10-29 13:44:01.939 Z,2020Q1,-62088,0365-TRTPY,Female,No,No,No,10110,Fiber optic,2000-02-21 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,5380.8,No,Yes,Yes,Jakarta,No,1068456,91.2,Yes,No,Yes,26904,DKI Jakarta,ID,2020-01-30 00:00:00.000 Z,No,Month-to-month,59
1268,2025-10-29 13:44:01.401 Z,2023Q3,35952,8696-JKZNU,Female,No,Yes,No,20111,Fiber optic,1942-01-29 00:00:00.000 Z,Electronic check,Don't know,No,No,1372.5,Yes,Yes,No,Medan,Yes,986722,76.25,No,No,Yes,2745,Sumatera Utara,ID,2023-07-02 00:00:00.000 Z,No,Month-to-month,18
6079,2025-10-29 13:44:01.969 Z,2021Q4,35952,8707-HOEDG,Female,Yes,No,Yes,20111,Fiber optic,1970-04-08 00:00:00.000 Z,Electronic check,,Yes,Yes,3967.2,No,Yes,Yes,Medan,Yes,986722,110.2,No,Yes,Yes,1.19015999999999e+16,Sumatera Utara,ID,2021-12-26 00:00:00.000 Z,Yes,Two year,36
5054,2025-10-29 13:44:01.874 Z,2020Q2,-69175,6333-YDVLT,Male,Yes,No,Yes,40111,Fiber optic,2004-03-13 00:00:00.000 Z,Credit card (automatic),,No,Yes,6160,No,Yes,No,Bandung,Yes,1076191,110,Yes,No,Yes,30800,Jawa Barat,ID,2020-05-09 00:00:00.000 Z,Yes,One year,56
2936,2025-10-29 13:44:01.650 Z,2024Q2,-77956,6806-YDEUL,Female,No internet service,Yes,No internet service,55111,No,1948-01-13 00:00:00.000 Z,Bank transfer (automatic),,No,No internet service,117,No,No,No internet service,Yogyakarta,No,1103695,19.5,No internet service,No,Yes,117,DI Yogyakarta,ID,2024-06-21 00:00:00.000 Z,No internet service,Month-to-month,6
5557,2025-10-29 13:44:01.922 Z,2023Q4,-51477,0567-XRHCU,Female,No,No,No,90111,DSL,1969-11-08 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,527.4,No,No phone service,No,Makassar,Yes,1194327,43.95,Yes,Yes,No,527.4,Sulawesi Selatan,ID,2023-12-30 00:00:00.000 Z,Yes,Two year,12
2050,2025-10-29 13:44:01.540 Z,2021Q1,-29909,9227-UAQFT,Male,No internet service,No,No internet service,30111,No,1995-11-05 00:00:00.000 Z,Mailed check,,No,No internet service,928.25,No,No,No internet service,Palembang,No,1047567,19.75,No internet service,No,Yes,3713,Sumatera Selatan,ID,2021-01-23 00:00:00.000 Z,No internet service,Two year,47
1831,2025-10-29 13:44:01.509 Z,2020Q2,-62088,1750-CSKKM,Male,No,No,Yes,10110,DSL,2000-03-08 00:00:00.000 Z,Electronic check,Attitude of support person,No,No,3099.6,Yes,No,No,Jakarta,No,1068456,55.35,No,Yes,Yes,15498,DKI Jakarta,ID,2020-05-03 00:00:00.000 Z,No,Month-to-month,56
1028,2025-10-29 13:44:01.355 Z,2021Q3,-86705,6372-RFVNS,Female,No,No,Yes,80114,Fiber optic,1977-10-14 00:00:00.000 Z,Electronic check,Attitude of service provider,Yes,No,3230.8,Yes,No,No,Denpasar,No,1152126,78.8,No,No,Yes,12923.2,Bali,ID,2021-08-05 00:00:00.000 Z,No,Month-to-month,41
4919,2025-10-29 13:44:01.863 Z,2024Q2,-69175,7777-UNYHB,Female,No internet service,No,No internet service,40111,No,2003-04-21 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,140.7,No,No,No internet service,Bandung,Yes,1076191,20.1,No internet service,Yes,Yes,140.7,Jawa Barat,ID,2024-05-09 00:00:00.000 Z,No internet service,Month-to-month,7
3045,2025-10-29 13:44:01.663 Z,2020Q3,-69175,6485-QXWWE,Female,No internet service,No,No internet service,40111,No,1979-01-30 00:00:00.000 Z,Bank transfer (automatic),,No,No internet service,1378,No,Yes,No internet service,Bandung,No,1076191,26,No internet service,Yes,Yes,6890,Jawa Barat,ID,2020-08-04 00:00:00.000 Z,No internet service,Two year,53
563,2025-10-29 13:44:01.264 Z,2025Q3,-86705,7802-EFKNY,Male,No,No,No,80114,DSL,1972-08-26 00:00:00.000 Z,Electronic check,Attitude of support person,Yes,No,-174.65,Yes,No phone service,No,Denpasar,Yes,1152126,24.95,No,No,No,-174.65,Bali,ID,2025-07-02 00:00:00.000 Z,No,Month-to-month,-7
3117,2025-10-29 13:44:01.679 Z,2023Q3,-12379,7359-WWYJV,Male,Yes,No,Yes,76113,Fiber optic,1968-09-17 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,1716.75,No,Yes,Yes,Balikpapan,No,1168523,114.45,Yes,No,Yes,3433.5,Kalimantan Timur,ID,2023-09-19 00:00:00.000 Z,Yes,Two year,15
3210,2025-10-29 13:44:01.690 Z,2021Q2,-72575,5442-PPTJY,Male,No internet service,No,No internet service,60119,No,1974-01-22 00:00:00.000 Z,Mailed check,,Yes,No internet service,827.4,No,No,No internet service,Surabaya,No,1127521,19.7,No internet service,Yes,Yes,3309.6,Jawa Timur,ID,2021-06-27 00:00:00.000 Z,No internet service,Two year,42
5340,2025-10-29 13:44:01.903 Z,2024Q4,-29909,1928-BXYIV,Male,No,No,No,30111,DSL,1986-07-05 00:00:00.000 Z,Electronic check,,No,No,0,No,Yes,Yes,Palembang,No,1047567,61.15,Yes,No,Yes,0,Sumatera Selatan,ID,2024-12-03 00:00:00.000 Z,No,Month-to-month,0
6298,2025-10-29 13:44:01.989 Z,2023Q4,-12379,0440-MOGPM,Female,No,No,Yes,76113,DSL,1994-05-17 00:00:00.000 Z,Electronic check,,No,Yes,1047.15,No,Yes,Yes,Balikpapan,Yes,1168523,80.55,No,No,Yes,1047.15,Kalimantan Timur,ID,2023-11-20 00:00:00.000 Z,Yes,One year,13
6938,2025-10-29 13:44:02.051 Z,2023Q4,-51477,1956-YIFGE,Male,No,No,Yes,90111,Fiber optic,1964-06-24 00:00:00.000 Z,Mailed check,,Yes,Yes,1400.7,No,No,Yes,Makassar,Yes,1194327,100.05,No,Yes,Yes,1400.7,Sulawesi Selatan,ID,2023-11-06 00:00:00.000 Z,Yes,One year,14
4764,2025-10-29 13:44:01.846 Z,2025Q1,-69175,5396-IZEPB,Male,No internet service,No,No internet service,40111,No,1973-03-29 00:00:00.000 Z,Credit card (automatic),,No,No internet service,-59.1,No,No,No internet service,Bandung,No,1076191,19.7,No internet service,No,Yes,-59.1,Jawa Barat,ID,2025-03-08 00:00:00.000 Z,No internet service,Month-to-month,-3
2572,2025-10-29 13:44:01.605 Z,2022Q4,-77956,0811-GSDTP,Female,No,No,No,55111,DSL,1993-12-29 00:00:00.000 Z,Electronic check,,No,No,814.05,No,No phone service,Yes,Yogyakarta,No,1103695,30.15,No,Yes,No,2.44214999999999e+16,DI Yogyakarta,ID,2022-10-08 00:00:00.000 Z,No,Month-to-month,27
1942,2025-10-29 13:44:01.520 Z,2021Q2,-12379,9848-JQJTX,Male,No,No,Yes,76113,Fiber optic,1961-11-19 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,4540.5,No,Yes,Yes,Balikpapan,Yes,1168523,100.9,No,No,Yes,18162,Kalimantan Timur,ID,2021-04-14 00:00:00.000 Z,Yes,Two year,45
1191,2025-10-29 13:44:01.381 Z,2022Q1,-69667,3428-XZMAZ,Male,No,No,No,50135,Fiber optic,2005-11-07 00:00:00.000 Z,Electronic check,Long distance charges,No,No,2357.9,Yes,No,No,Semarang,Yes,1104167,69.35,No,No,Yes,7.0737e+15,Jawa Tengah,ID,2022-03-05 00:00:00.000 Z,No,Month-to-month,34
3365,2025-10-29 13:44:01.702 Z,2021Q2,-29909,8309-IEYJD,Female,No,Yes,No,30111,Fiber optic,1948-01-26 00:00:00.000 Z,Mailed check,,No,No,2965.2,No,No,No,Palembang,Yes,1047567,70.6,No,No,Yes,11860.8,Sumatera Selatan,ID,2021-06-24 00:00:00.000 Z,No,Month-to-month,42
6674,2025-10-29 13:44:02.025 Z,2021Q2,-62088,1104-TNLZA,Male,Yes,Yes,Yes,10110,Fiber optic,1943-12-01 00:00:00.000 Z,Electronic check,,Yes,No,4655.2,No,Yes,Yes,Jakarta,Yes,1068456,105.8,No,No,Yes,18620.8,DKI Jakarta,ID,2021-04-22 00:00:00.000 Z,Yes,Month-to-month,44
6757,2025-10-29 13:44:02.034 Z,2022Q1,35952,2038-YSEZE,Female,Yes,No,No,20111,DSL,1960-08-02 00:00:00.000 Z,Mailed check,,No,No,2293.3,No,Yes,Yes,Medan,No,986722,67.45,Yes,No,Yes,6.8799e+15,Sumatera Utara,ID,2022-03-01 00:00:00.000 Z,No,Month-to-month,34
3188,2025-10-29 13:44:01.682 Z,2020Q1,-72575,1568-LJSZU,Male,Yes,No,Yes,60119,DSL,1969-01-07 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,5532,No,Yes,Yes,Surabaya,Yes,1127521,92.2,Yes,No,Yes,27660,Jawa Timur,ID,2020-01-17 00:00:00.000 Z,Yes,Two year,60
1455,2025-10-29 13:44:01.441 Z,2020Q4,-62088,4614-NUVZD,Female,No,No,No,10110,Fiber optic,2001-06-11 00:00:00.000 Z,Electronic check,Competitor offered more data,No,No,3973.9,Yes,No,No,Jakarta,Yes,1068456,81.1,No,No,Yes,15895.6,DKI Jakarta,ID,2020-12-13 00:00:00.000 Z,Yes,Month-to-month,49
6187,2025-10-29 13:44:01.979 Z,2023Q1,-62088,7526-IVLYU,Male,No internet service,No,No internet service,10110,No,1989-05-15 00:00:00.000 Z,Mailed check,,No,No internet service,451.95,No,No,No internet service,Jakarta,Yes,1068456,19.65,No internet service,No,Yes,903.9,DKI Jakarta,ID,2023-01-30 00:00:00.000 Z,No internet service,Month-to-month,23
